Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.,Source.Niche,Source.Type,Source.Details,Collection.Year,Collection.Month,Collection.Day,Collection.Time,Continent,Country,Region,District,City,Post.Code,Latitude,Longitude,Lab.Contact,Species,Serological.Group,Serotype,EcoR.Cluster,Path.Nonpath,Simple.Patho,Simple.Disease,Comment,Bio.Project.ID,Project.ID,Disease,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Barcode,Differences,ST,ST.Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_TA9491AA,PAT-17-34580/ECX,ERR3393327;ILLUMINA;Paired;300;ERX3417191;SRA,Livestock,Swine,Sus scrofa domesticus; meat,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732358,ERS3535661,1/22/2021,1/20/2021,ESC_TA9491AA,NA,58,ST155 Cplx,AxB1,NA,6,4,4,16,24,8,14
ESC_TA9492AA,PAT-17-34565/ECX,ERR3393326;ILLUMINA;Paired;300;ERX3417190;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732357,ERS3535660,1/22/2021,1/20/2021,ESC_TA9492AA,NA,648,ST648 Cplx,,NA,92,4,87,96,70,58,2
ESC_TA9493AA,PAT-17-34505/EC,ERR3393325;ILLUMINA;Paired;300;ERX3417189;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732356,ERS3535659,1/22/2021,1/20/2021,ESC_TA9493AA,NA,993,ST10 Cplx,A,NA,10,7,154,8,12,8,2
ESC_TA9494AA,PAT-17-34500/ECX,ERR3393324;ILLUMINA;Paired;300;ERX3417188;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732355,ERS3535658,1/22/2021,1/20/2021,ESC_TA9494AA,NA,410,ST23 Cplx,,NA,6,4,12,1,20,18,7
ESC_TA9495AA,PAT-17-34380/ECX,ERR3393323;ILLUMINA;Paired;300;ERX3417187;SRA,Livestock,Bovine,Bos taurus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732354,ERS3535657,1/22/2021,1/20/2021,ESC_TA9495AA,NA,515,,ABD,NA,57,11,1,109,7,8,2
ESC_TA9496AA,PAT-17-32889/ECX,ERR3393322;ILLUMINA;Paired;300;ERX3417186;SRA,Livestock,Bovine,Bos taurus; meat,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732353,ERS3535656,1/22/2021,1/20/2021,ESC_TA9496AA,NA,2179,,AxB1,NA,9,65,5,18,11,8,6
ESC_TA9497AA,PAT-17-32805/ECX,ERR3393321;ILLUMINA;Paired;300;ERX3417185;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732352,ERS3535655,1/22/2021,1/20/2021,ESC_TA9497AA,NA,1267,,AxB1,NA,6,8,143,159,9,23,7
ESC_TA9498AA,PAT-17-31074/ECX,ERR3393320;ILLUMINA;Paired;300;ERX3417184;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732351,ERS3535654,1/22/2021,1/20/2021,ESC_TA9498AA,NA,1684,,A,NA,10,11,5,10,7,8,2
ESC_TA9499AA,PAT-17-31060/ECX,ERR3393319;ILLUMINA;Paired;300;ERX3417183;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732350,ERS3535653,1/22/2021,1/20/2021,ESC_TA9499AA,NA,877,ST86 Cplx,,NA,9,175,33,131,24,8,7
ESC_TA9500AA,PAT-17-30934/ECX,ERR3393318;ILLUMINA;Paired;300;ERX3417182;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732349,ERS3535652,1/22/2021,1/20/2021,ESC_TA9500AA,NA,90,ST23 Cplx,AxB1,NA,6,4,12,1,20,8,7
ESC_TA9501AA,PAT-17-28534/ECX,ERR3393317;ILLUMINA;Paired;300;ERX3417181;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732348,ERS3535651,1/22/2021,1/20/2021,ESC_TA9501AA,NA,410,ST23 Cplx,,NA,6,4,12,1,20,18,7
ESC_TA9502AA,PAT-17-27694/ECX,ERR3393316;ILLUMINA;Paired;300;ERX3417180;SRA,Livestock,Bovine,Bos taurus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732347,ERS3535650,1/22/2021,1/20/2021,ESC_TA9502AA,NA,1642,,AxB1,NA,6,4,5,18,11,8,6
ESC_TA9503AA,PAT-17-26648/EC,ERR3393315;ILLUMINA;Paired;300;ERX3417179;SRA,Livestock,Bovine,Bos taurus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732346,ERS3535649,1/22/2021,1/20/2021,ESC_TA9503AA,NA,75,,AxB1,NA,6,6,5,10,20,23,6
ESC_TA9504AA,PAT-17-26578/ECX,ERR3393314;ILLUMINA;Paired;300;ERX3417178;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732345,ERS3535648,1/22/2021,1/20/2021,ESC_TA9504AA,NA,56,ST155 Cplx,B1,NA,6,4,4,18,24,5,14
ESC_TA9505AA,PAT-17-26573/ECX,ERR3393313;ILLUMINA;Paired;300;ERX3417177;SRA,Livestock,Bovine,Bos taurus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732344,ERS3535647,1/22/2021,1/20/2021,ESC_TA9505AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_TA9506AA,PAT-17-24614/ECX,ERR3393311;ILLUMINA;Paired;300;ERX3417175;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732342,ERS3535645,1/22/2021,1/20/2021,ESC_TA9506AA,NA,2496,ST10 Cplx,A,NA,10,7,4,8,12,8,6
ESC_TA9507AA,PAT-17-22149/EC,ERR3393308;ILLUMINA;Paired;300;ERX3417172;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,39.399872,-8.224454,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732339,ERS3535642,1/22/2021,1/20/2021,ESC_TA9507AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_TA9508AA,A88-015ECX,ERR3393306;ILLUMINA;Paired;300;ERX3417170;SRA,Livestock,Swine,Sus scrofa domesticus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,37.741249,-25.675594,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732337,ERS3535640,1/22/2021,1/20/2021,ESC_TA9508AA,NA,6448,ST20 Cplx,,NA,6,4,32,1,9,8,6
ESC_TA9509AA,A88/038/EC,ERR3393305;ILLUMINA;Paired;300;ERX3417169;SRA,Livestock,Bovine,Bos taurus; caecal sample,2017,NA,NA,NA,Europe,Portugal,,,,NA,37.741249,-25.675594,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB33169,ERP115939,,SAMEA5732336,ERS3535639,1/22/2021,1/20/2021,ESC_TA9509AA,NA,155,ST155 Cplx,B1,NA,6,4,14,16,24,8,14
ESC_UA5236AA,DTU2018-351-PRJ1121-Escherichia-coli-PT2016-INIAV-29537-ECX,ERR5443238;ILLUMINA;Paired;;ERX5227866;SRA,Poultry,Poultry,Gallus gallus; caecal sample,2016,NA,NA,NA,Europe,Portugal,,,,NA,40.0332629,-7.8896263,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB43584,ERP127552,,SAMEA8227301,ERS5913872,3/20/2021,3/17/2021,ESC_UA5236AA,NA,2040,,AxB1,NA,6,29,22,18,11,8,41
ESC_UA5237AA,DTU2018-352-PRJ1121-Escherichia-coli-PT2016-INIAV-27508-ECX,ERR5443237;ILLUMINA;Paired;;ERX5227865;SRA,Poultry,Poultry,Gallus gallus; caecal sample,2016,NA,NA,NA,Europe,Portugal,,,,NA,40.0332629,-7.8896263,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,PRJEB43584,ERP127552,,SAMEA8227300,ERS5913871,3/20/2021,3/17/2021,ESC_UA5237AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA4299AA,E.coli-P26_C8,ERR5927271;ILLUMINA;Paired;;ERX5567787;SRA,Food,Avian,Poultry meat,2018,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,UCIBIO/REQUIMTE-UPorto,Escherichia coli,,O9:H10,,,,,,PRJEB44904,ERP129005,,SAMEA8730850,ERS6415279,5/17/2021,5/16/2021,ESC_VA4299AA,NA,533,ST40 Cplx,,NA,6,4,5,18,11,8,14
ESC_VA4300AA,E.coli-P2_C27,ERR5927172;ILLUMINA;Paired;;ERX5567688;SRA,Food,Avian,Poultry meat,2018,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,UCIBIO/REQUIMTE-UPorto,Escherichia coli,,O8:H4,,,,,,PRJEB44904,ERP129005,,SAMEA8730849,ERS6415278,5/17/2021,5/16/2021,ESC_VA4300AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_VA4301AA,E.coli-P37_C3,ERR5927169;ILLUMINA;Paired;;ERX5567685;SRA,Food,Avian,Poultry meat,2018,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,UCIBIO/REQUIMTE-UPorto,Escherichia coli,,O127:H37,,,,,,PRJEB44904,ERP129005,,SAMEA8730848,ERS6415277,5/17/2021,5/16/2021,ESC_VA4301AA,NA,297,,AxB1,NA,6,65,32,26,9,8,2
ESC_VA4302AA,E.coli-P15_C34,ERR5927152;ILLUMINA;Paired;;ERX5567668;SRA,Food,Avian,Poultry meat,2018,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,UCIBIO/REQUIMTE-UPorto,Escherichia coli,,O25:H17,,,,,,PRJEB44904,ERP129005,,SAMEA8730847,ERS6415276,5/17/2021,5/16/2021,ESC_VA4302AA,NA,6469,ST648 Cplx,,NA,92,858,87,96,70,58,91
ESC_VA4303AA,E.coli-P22_C1,ERR5927129;ILLUMINA;Paired;;ERX5567645;SRA,Food,Avian,Poultry meat,2018,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,UCIBIO/REQUIMTE-UPorto,Escherichia coli,,,,,,,,PRJEB44904,ERP129005,,SAMEA8730846,ERS6415275,5/17/2021,5/16/2021,ESC_VA4303AA,NA,602,ST446 Cplx,,NA,6,19,33,26,11,8,6
ESC_VA4304AA,E.coli-P37_C4,ERR5927128;ILLUMINA;Paired;;ERX5567644;SRA,Food,Avian,Poultry meat,2018,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,UCIBIO/REQUIMTE-UPorto,Escherichia coli,,O9:H10,,,,,,PRJEB44904,ERP129005,,SAMEA8730845,ERS6415274,5/17/2021,5/16/2021,ESC_VA4304AA,NA,533,ST40 Cplx,,NA,6,4,5,18,11,8,14
ESC_WA4074AA,K12 (substr. MG1655),"SRR11930061;ILLUMINA;Paired;;SRX8475554;SRA,SRR11930063;ILLUMINA;Paired;;SRX8475553;SRA",Wild Animal,Rodent,mouse gut; Mus musculus; Age: 18.5 months; female,2018,NA,NA,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.316044571,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA633524,SRP266070,,SAMN14945066,SRS6775515,9/1/2021,7/1/2021,ESC_WA4074AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_WA4075AA,K12 (substr. MG1655),"SRR11930065;ILLUMINA;Paired;;SRX8475551;SRA,SRR11930064;ILLUMINA;Paired;;SRX8475552;SRA",Wild Animal,Rodent,mouse gut; Mus musculus; Age: 18.5 months; female,2018,NA,NA,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.316044571,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA633524,SRP266070,,SAMN14945070,SRS6775514,9/1/2021,7/1/2021,ESC_WA4075AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_WA4076AA,K12 (substr. MG1655),"SRR11930066;ILLUMINA;Paired;;SRX8475550;SRA,SRR11930062;ILLUMINA;Paired;;SRX8475549;SRA",Wild Animal,Rodent,mouse gut; Mus musculus; Age: 18.5 months; female,2018,NA,NA,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.316044571,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA633524,SRP266070,,SAMN14945069,SRS6775513,9/1/2021,7/1/2021,ESC_WA4076AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_WA4077AA,K12 (substr. MG1655),"SRR11930067;ILLUMINA;Paired;;SRX8475548;SRA,SRR11930068;ILLUMINA;Paired;;SRX8475547;SRA",Wild Animal,Rodent,mouse gut; Mus musculus; Age: 18.5 months; female,2018,NA,NA,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.316044571,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA633524,SRP266070,,SAMN14945068,SRS6775512,9/1/2021,7/1/2021,ESC_WA4077AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_WA4078AA,K12 (substr. MG1655),"SRR11930069;ILLUMINA;Paired;;SRX8475546;SRA,SRR11930070;ILLUMINA;Paired;;SRX8475545;SRA",Wild Animal,Rodent,mouse gut; Mus musculus; Age: 18.5 months; female,2018,NA,NA,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.316044571,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA633524,SRP266070,,SAMN14945067,SRS6775511,9/1/2021,7/1/2021,ESC_WA4078AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_WA4079AA,K12 (substr. MG1655),SRR11930071;ILLUMINA;Paired;;SRX8475544;SRA,Wild Animal,Rodent,mouse gut; Mus musculus; Age: 18.5 months; female,2018,NA,NA,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.316044571,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA633524,SRP266070,,SAMN14945071,SRS6775510,9/1/2021,7/1/2021,ESC_WA4079AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6769AA,K12 (substr. MG1655),SRR12801146;ILLUMINA;Paired;;SRX9270073;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,3,14,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327261,SRS7498947,12/1/2021,11/1/2021,ESC_XA6769AA,NA,602,ST446 Cplx,,NA,6,19,33,26,11,8,6
ESC_XA6770AA,K12 (substr. MG1655),SRR12801147;ILLUMINA;Paired;;SRX9270072;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,4,28,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327207,SRS7498946,12/1/2021,11/1/2021,ESC_XA6770AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6771AA,K12 (substr. MG1655),SRR12801148;ILLUMINA;Paired;;SRX9270071;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,6,4,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327260,SRS7498945,12/1/2021,11/1/2021,ESC_XA6771AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6772AA,K12 (substr. MG1655),SRR12801149;ILLUMINA;Paired;;SRX9270070;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,5,7,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327259,SRS7498944,12/1/2021,11/1/2021,ESC_XA6772AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6773AA,K12 (substr. MG1655),SRR12801150;ILLUMINA;Paired;;SRX9270069;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,4,2,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327258,SRS7498943,12/1/2021,11/1/2021,ESC_XA6773AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6774AA,K12 (substr. MG1655),SRR12801151;ILLUMINA;Paired;;SRX9270068;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,3,14,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327257,SRS7498942,12/1/2021,11/1/2021,ESC_XA6774AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6775AA,K12 (substr. MG1655),SRR12801152;ILLUMINA;Paired;;SRX9270067;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,6,24,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327256,SRS7498941,12/1/2021,11/1/2021,ESC_XA6775AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6776AA,K12 (substr. MG1655),SRR12801153;ILLUMINA;Paired;;SRX9270066;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,5,27,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327255,SRS7498940,12/1/2021,11/1/2021,ESC_XA6776AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6777AA,K12 (substr. MG1655),SRR12801154;ILLUMINA;Paired;;SRX9270065;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,4,22,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327254,SRS7498939,12/1/2021,11/1/2021,ESC_XA6777AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6778AA,K12 (substr. MG1655),SRR12801155;ILLUMINA;Paired;;SRX9270064;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,4,8,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327253,SRS7498938,12/1/2021,11/1/2021,ESC_XA6778AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6779AA,K12 (substr. MG1655),SRR12801156;ILLUMINA;Paired;;SRX9270063;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,3,11,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327252,SRS7498937,12/1/2021,11/1/2021,ESC_XA6779AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6780AA,K12 (substr. MG1655),SRR12801157;ILLUMINA;Paired;;SRX9270062;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,2,4,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327251,SRS7498936,12/1/2021,11/1/2021,ESC_XA6780AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6781AA,K12 (substr. MG1655),SRR12801158;ILLUMINA;Paired;;SRX9270061;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,3,31,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327206,SRS7498935,12/1/2021,11/1/2021,ESC_XA6781AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6782AA,K12 (substr. MG1655),SRR12801159;ILLUMINA;Paired;;SRX9270060;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,1,16,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327250,SRS7498934,12/1/2021,11/1/2021,ESC_XA6782AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6783AA,K12 (substr. MG1655),SRR12801160;ILLUMINA;Paired;;SRX9270059;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2016,3,20,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327249,SRS7498933,12/1/2021,11/1/2021,ESC_XA6783AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6784AA,K12 (substr. MG1655),SRR12801161;ILLUMINA;Paired;;SRX9270058;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,12,9,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327248,SRS7498932,12/1/2021,11/1/2021,ESC_XA6784AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6785AA,K12 (substr. MG1655),SRR12801162;ILLUMINA;Paired;;SRX9270057;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,10,21,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327247,SRS7498931,12/1/2021,11/1/2021,ESC_XA6785AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6786AA,K12 (substr. MG1655),SRR12801163;ILLUMINA;Paired;;SRX9270056;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,9,23,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327246,SRS7498930,12/1/2021,11/1/2021,ESC_XA6786AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_XA6787AA,K12 (substr. MG1655),SRR12801164;ILLUMINA;Paired;;SRX9270055;SRA,Wild Animal,Rodent,mouse gut; Mus musculus,2015,8,27,NA,Europe,Portugal,Area Metropolitana de Lisboa,Lisbon,,NA,38.69116253,-9.31604457,Instituto Gulbenkian de Ciencia,Escherichia coli,,,,,,,,PRJNA666769,SRP286879,,SAMN16327245,SRS7498929,12/1/2021,11/1/2021,ESC_XA6787AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
