"Uberstrain","Name","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent","Country","Region","District","City","Post.Code","Latitude","Longitude","Lab.Contact","Species","Serological.Group","Serotype","EcoR.Cluster","Path.Nonpath","Simple.Patho","Simple.Disease","Comment","Bio.Project.ID","Project.ID","Disease","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Barcode","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA"
"ESC_QA1989AA","PSU-2194","SRR10970592;ILLUMINA;Paired;;SRX7636097;SRA","Livestock","Swine","pig; pig",1994,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"PulseNet Next Generation Subtyping Methods Unit","Escherichia coli","","",NA,"","","","","PRJNA357722","SRP101500","","SAMN13928825","SRS6066778","2020-02-14","2020-01-27","ESC_QA1989AA",NA,42,"","ABD",NA,23,28,22,27,5,16,4
"ESC_QA7100AA","IHIT31989_strain","SRR11234988;ILLUMINA;Paired;;SRX7846907;SRA","Poultry","Poultry","Chicken",2013,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14278948","SRS6252557","2020-03-04","2020-03-04","ESC_QA7100AA",NA,1304,"","B1",NA,6,95,4,18,11,7,14
"ESC_QA7152AA","IHIT31997_strain","SRR11235040;ILLUMINA;Paired;;SRX7846855;SRA","Poultry","Poultry","Chicken",2013,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14278956","SRS6252505","2020-03-04","2020-03-04","ESC_QA7152AA",NA,38,"ST38 Cplx","D",NA,4,26,2,25,5,5,19
"ESC_QA7153AA","IHIT31996_strain","SRR11235041;ILLUMINA;Paired;;SRX7846854;SRA","Poultry","Poultry","Chicken",2013,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14278955","SRS6252504","2020-03-04","2020-03-04","ESC_QA7153AA",NA,135,"","B2",NA,13,39,50,13,16,37,25
"ESC_QA7154AA","IHIT31995_strain","SRR11235042;ILLUMINA;Paired;;SRX7846853;SRA","Poultry","Poultry","Chicken",2013,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14278954","SRS6252503","2020-03-04","2020-03-04","ESC_QA7154AA",NA,10811,"","D",NA,35,35,1005,49,37,41,191
"ESC_QA7155AA","IHIT31994_strain","SRR11235043;ILLUMINA;Paired;;SRX7846852;SRA","Poultry","Poultry","Chicken",2013,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14278953","SRS6252502","2020-03-04","2020-03-04","ESC_QA7155AA",NA,23,"ST23 Cplx","B1",NA,6,4,12,1,20,13,7
"ESC_QA7156AA","IHIT31993_strain","SRR11235044;ILLUMINA;Paired;;SRX7846851;SRA","Poultry","Poultry","Chicken",2013,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14278952","SRS6252501","2020-03-04","2020-03-04","ESC_QA7156AA",NA,156,"ST156 Cplx","AxB1",NA,6,29,32,16,11,8,44
"ESC_QA7157AA","IHIT31992_strain","SRR11235045;ILLUMINA;Paired;;SRX7846850;SRA","Poultry","Poultry","Chicken",2013,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14278951","SRS6252500","2020-03-04","2020-03-04","ESC_QA7157AA",NA,1594,"ST168 Cplx","A",NA,6,11,4,234,7,8,6
"ESC_QA7167AA","IHIT31988_strain","SRR11235055;ILLUMINA;Paired;;SRX7846840;SRA","Poultry","Poultry","Chicken",2013,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14278947","SRS6252490","2020-03-04","2020-03-04","ESC_QA7167AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_QA7172AA","IHIT32056_strain","SRR11235060;ILLUMINA;Paired;;SRX7846835;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279014","SRS6252485","2020-03-04","2020-03-04","ESC_QA7172AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_QA7173AA","IHIT32055_strain","SRR11235061;ILLUMINA;Paired;;SRX7846834;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279013","SRS6252484","2020-03-04","2020-03-04","ESC_QA7173AA",NA,533,"ST40 Cplx","",NA,6,4,5,18,11,8,14
"ESC_QA7174AA","IHIT32054_strain","SRR11235062;ILLUMINA;Paired;;SRX7846833;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279012","SRS6252483","2020-03-04","2020-03-04","ESC_QA7174AA",NA,23,"ST23 Cplx","B1",NA,6,4,12,1,20,13,7
"ESC_QA7175AA","IHIT32053_strain","SRR11235063;ILLUMINA;Paired;;SRX7846832;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279011","SRS6252482","2020-03-04","2020-03-04","ESC_QA7175AA",NA,23,"ST23 Cplx","B1",NA,6,4,12,1,20,13,7
"ESC_QA7176AA","IHIT32052_strain","SRR11235064;ILLUMINA;Paired;;SRX7846831;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279010","SRS6252481","2020-03-04","2020-03-04","ESC_QA7176AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_QA7177AA","IHIT32051_strain","SRR11235065;ILLUMINA;Paired;;SRX7846830;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279009","SRS6252480","2020-03-04","2020-03-04","ESC_QA7177AA",NA,1594,"ST168 Cplx","A",NA,6,11,4,234,7,8,6
"ESC_QA7179AA","IHIT32050_strain","SRR11235067;ILLUMINA;Paired;;SRX7846828;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279008","SRS6252478","2020-03-04","2020-03-04","ESC_QA7179AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_QA7180AA","IHIT32049_strain","SRR11235068;ILLUMINA;Paired;;SRX7846827;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279007","SRS6252477","2020-03-04","2020-03-04","ESC_QA7180AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_QA7181AA","IHIT32048_strain","SRR11235069;ILLUMINA;Paired;;SRX7846826;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279006","SRS6252476","2020-03-04","2020-03-04","ESC_QA7181AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_QA7182AA","IHIT32047_strain","SRR11235070;ILLUMINA;Paired;;SRX7846825;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279005","SRS6252475","2020-03-04","2020-03-04","ESC_QA7182AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_QA7183AA","IHIT32046_strain","SRR11235071;ILLUMINA;Paired;;SRX7846824;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279004","SRS6252474","2020-03-04","2020-03-04","ESC_QA7183AA",NA,101,"ST101 Cplx","B1",NA,43,41,15,18,11,7,6
"ESC_QA7184AA","IHIT32045_strain","SRR11235072;ILLUMINA;Paired;;SRX7846823;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279003","SRS6252473","2020-03-04","2020-03-04","ESC_QA7184AA",NA,665,"","",NA,122,11,125,12,96,8,2
"ESC_QA7185AA","IHIT32044_strain","SRR11235073;ILLUMINA;Paired;;SRX7846822;SRA","Poultry","Poultry","Chicken",2014,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14279002","SRS6252472","2020-03-04","2020-03-04","ESC_QA7185AA",NA,68,"","D",NA,33,26,2,31,5,16,19
"ESC_QA7186AA","IHIT31991_strain","SRR11235046;ILLUMINA;Paired;;SRX7846821;SRA","Poultry","Poultry","Chicken",2013,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14278950","SRS6252471","2020-03-04","2020-03-04","ESC_QA7186AA",NA,38,"ST38 Cplx","D",NA,4,26,2,25,5,5,19
"ESC_QA7187AA","IHIT31990_strain","SRR11235075;ILLUMINA;Paired;;SRX7846820;SRA","Poultry","Poultry","Chicken",2013,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,NA,NA,"Robert Koch Institute","Escherichia coli","","",NA,"","","","","PRJNA610178","SRP251501","","SAMN14278949","SRS6252470","2020-03-04","2020-03-04","ESC_QA7187AA",NA,10811,"","D",NA,35,35,1005,49,37,41,191
"ESC_QA9861AA","88.1020","SRR11484771;ILLUMINA;Paired;;SRX8060765;SRA","Wild Animal","Rabbit/Hare","Oryctolagus cuniculus",1988,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,47.5,19.04,"FDA Center for Food Safety and Applied Nutrition","Escherichia coli","","",NA,"","","","","PRJNA357722","SRP101500","","SAMN14503385","SRS6429416","2020-04-08","2020-04-06","ESC_QA9861AA",NA,20,"ST20 Cplx","B1",NA,6,4,3,18,7,7,6
"ESC_QA9862AA","88.1004","SRR11484772;ILLUMINA;Paired;;SRX8060764;SRA","Wild Animal","Rabbit/Hare","Oryctolagus cuniculus",1988,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,47.5,19.04,"FDA Center for Food Safety and Applied Nutrition","Escherichia coli","","",NA,"","","","","PRJNA357722","SRP101500","","SAMN14503384","SRS6429415","2020-04-08","2020-04-06","ESC_QA9862AA",NA,335,"ST11 Cplx","",NA,29,12,8,12,15,2,2
"ESC_QA9863AA","88.1000","SRR11484773;ILLUMINA;Paired;;SRX8060763;SRA","Wild Animal","Rabbit/Hare","Oryctolagus cuniculus",1988,NA,NA,NA,"Europe","Hungary","Budapest","","Budapest",NA,47.5,19.04,"FDA Center for Food Safety and Applied Nutrition","Escherichia coli","","",NA,"","","","","PRJNA357722","SRP101500","","SAMN14503383","SRS6429414","2020-04-08","2020-04-06","ESC_QA9863AA",NA,328,"ST278 Cplx","",NA,9,23,81,18,11,8,6
"ESC_RA2517AA","BES-203","SRR10230843;ILLUMINA;Paired;;SRX6950297;SRA","Companion Animal","Canine","Canis lupus familiaris; Cystocentesis Urine Sample",2013,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"chru besancon","Escherichia coli","","",NA,"","","","","PRJNA575837","SRP224340","","SAMN12911925","SRS5478034","2020-05-01","2020-03-09","ESC_RA2517AA",NA,617,"ST10 Cplx","",NA,10,11,4,8,8,13,73
"ESC_RA3426AA","FKI-5325","SRR7054682;ILLUMINA;Paired;;SRX3985718;SRA","Livestock","Swine","Sus scrofa; ileum digesta",2016,11,26,NA,"Europe","Hungary","","","",NA,48.496094,21.488802,"Agricultural Biotechnology Institute","Escherichia coli","","",NA,"","","","","PRJNA451389","SRP142223","","SAMN08969247","SRS3210457","2020-05-01","2020-04-20","ESC_RA3426AA",NA,388,"","B1",NA,6,4,12,18,24,7,6
"ESC_RA7342AA","MOD1-EC6414","GCF_002517635;Contig;;;;Contig","Wild Animal","Rabbit/Hare","lampine; rabbit (dom) cecum",1988,10,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"FDA Center for Food Safety and Applied Nutrition","Escherichia coli","","",NA,"","","","","PRJNA224116","","","SAMN04993030","","2020-06-26","2017-10-06","ESC_RA7342AA",NA,20,"ST20 Cplx","B1",NA,6,4,3,18,7,7,6
"ESC_RA7343AA","MOD1-EC6415","GCF_002517625;Contig;;;;Contig","Wild Animal","Rabbit/Hare","lampine; rabbit (dom) cecum",1988,10,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"FDA Center for Food Safety and Applied Nutrition","Escherichia coli","","",NA,"","","","","PRJNA224116","","","SAMN04993031","","2020-06-26","2017-10-06","ESC_RA7343AA",NA,201,"ST469 Cplx","AxB1",NA,6,65,5,1,9,8,6
"ESC_RA7345AA","MOD1-EC6411","GCF_002486095;Contig;;;;Contig","Wild Animal","Rabbit/Hare","lampine; rabbit (dom) cecum",1988,10,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"FDA Center for Food Safety and Applied Nutrition","Escherichia coli","","",NA,"","","","","PRJNA224116","","","SAMN04993027","","2020-06-26","2017-10-06","ESC_RA7345AA",NA,11204,"","",NA,13,43,10,1365,16,10,25
"ESC_RA7346AA","MOD1-EC6412","GCF_002517665;Contig;;;;Contig","Wild Animal","Rabbit/Hare","lampine; rabbit (dom) cecum",1988,10,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"FDA Center for Food Safety and Applied Nutrition","Escherichia coli","","",NA,"","","","","PRJNA224116","","","SAMN04993028","","2020-06-26","2017-10-06","ESC_RA7346AA",NA,20,"ST20 Cplx","B1",NA,6,4,3,18,7,7,6
"ESC_RA7347AA","MOD1-EC6413","GCF_002486075;Contig;;;;Contig","Wild Animal","Rabbit/Hare","lampine; rabbit (dom) cecum",1988,10,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"FDA Center for Food Safety and Applied Nutrition","Escherichia coli","","",NA,"","","","","PRJNA224116","","","SAMN04993029","","2020-06-26","2017-10-06","ESC_RA7347AA",NA,1245,"","",NA,127,228,186,12,157,153,138
"ESC_RA7349AA","MOD1-EC6410","GCF_002486125;Contig;;;;Contig","Wild Animal","Rabbit/Hare","lampine; rabbit (dom) cecum",1988,10,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"FDA Center for Food Safety and Applied Nutrition","Escherichia coli","","",NA,"","","","","PRJNA224116","","","SAMN04993026","","2020-06-26","2017-10-06","ESC_RA7349AA",NA,11204,"","",NA,13,43,10,1365,16,10,25
"ESC_RA7350AA","MOD1-EC6409","GCF_002486155;Contig;;;;Contig","Wild Animal","Rabbit/Hare","lampine; rabbit (dom) cecum",1988,10,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"FDA Center for Food Safety and Applied Nutrition","Escherichia coli","","",NA,"","","","","PRJNA224116","","","SAMN04993025","","2020-06-26","2017-10-06","ESC_RA7350AA",NA,20,"ST20 Cplx","B1",NA,6,4,3,18,7,7,6
"ESC_TA4487AA","90689-Ec4","SRR13220449;ILLUMINA;Paired;;SRX9652971;SRA","Human","Human","Homo sapiens; blood",2018,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA683640","SRP297119","","SAMN17032650","SRS7852311","2020-12-09","2020-12-08","ESC_TA4487AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_TA4488AA","92012-Ec3","SRR13220450;ILLUMINA;Paired;;SRX9652970;SRA","Human","Human","Homo sapiens; blood",2018,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA683640","SRP297119","","SAMN17032649","SRS7852310","2020-12-09","2020-12-08","ESC_TA4488AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_TA4489AA","91005-Ec2","SRR13220451;ILLUMINA;Paired;;SRX9652969;SRA","Human","Human","Homo sapiens; blood",2018,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA683640","SRP297119","","SAMN17032648","SRS7852309","2020-12-09","2020-12-08","ESC_TA4489AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_TA4490AA","90811-Ec1","SRR13220452;ILLUMINA;Paired;;SRX9652968;SRA","Human","Human","Homo sapiens; blood",2018,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA683640","SRP297119","","SAMN17032647","SRS7852308","2020-12-09","2020-12-08","ESC_TA4490AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_TA4491AA","90716-Ec6","SRR13220453;ILLUMINA;Paired;;SRX9652967;SRA","Human","Human","Homo sapiens; blood",2018,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA683640","SRP297119","","SAMN17032652","SRS7852307","2020-12-09","2020-12-08","ESC_TA4491AA",NA,1193,"ST14 Cplx","",NA,14,14,10,200,17,7,10
"ESC_TA4492AA","91573-Ec5","SRR13220454;ILLUMINA;Paired;;SRX9652966;SRA","Human","Human","Homo sapiens; blood",2018,NA,NA,NA,"Europe","Hungary","","Budapest","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA683640","SRP297119","","SAMN17032651","SRS7852306","2020-12-09","2020-12-08","ESC_TA4492AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_TA9606AA","10058633/2-ESBL","ERR3393199;ILLUMINA;Paired;300;ERX3417063;SRA","Livestock","Bovine","Bos taurus; meat",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732230","ERS3535533","2021-01-22","2021-01-20","ESC_TA9606AA",NA,101,"ST101 Cplx","B1",NA,43,41,15,18,11,7,6
"ESC_TA9607AA","10048037-EC","ERR3393198;ILLUMINA;Paired;300;ERX3417062;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732229","ERS3535532","2021-01-22","2021-01-20","ESC_TA9607AA",NA,993,"ST10 Cplx","A",NA,10,7,154,8,12,8,2
"ESC_TA9608AA","10047539/1-ESBL","ERR3393197;ILLUMINA;Paired;300;ERX3417061;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732228","ERS3535531","2021-01-22","2021-01-20","ESC_TA9608AA",NA,101,"ST101 Cplx","B1",NA,43,41,15,18,11,7,6
"ESC_TA9609AA","10047145/4-ESBL","ERR3393196;ILLUMINA;Paired;300;ERX3417060;SRA","Livestock","Swine","Sus scrofa domesticus; meat",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732227","ERS3535530","2021-01-22","2021-01-20","ESC_TA9609AA",NA,2144,"","",NA,6,6,15,56,11,26,6
"ESC_TA9610AA","10047128-ESBL","ERR3393195;ILLUMINA;Paired;300;ERX3417059;SRA","Livestock","Bovine","Bos taurus; meat",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732226","ERS3535529","2021-01-22","2021-01-20","ESC_TA9610AA",NA,1485,"ST648 Cplx","",NA,92,231,87,96,70,58,2
"ESC_TA9611AA","10047105/3-ESBL","ERR3393194;ILLUMINA;Paired;300;ERX3417058;SRA","Livestock","Swine","Sus scrofa domesticus; meat",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732225","ERS3535528","2021-01-22","2021-01-20","ESC_TA9611AA",NA,453,"ST86 Cplx","",NA,99,6,33,33,24,8,7
"ESC_TA9612AA","10038051/1-ESBL","ERR3393193;ILLUMINA;Paired;300;ERX3417057;SRA","Livestock","Swine","Sus scrofa domesticus; meat",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732224","ERS3535527","2021-01-22","2021-01-20","ESC_TA9612AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_TA9613AA","10036533-ESBL","ERR3393192;ILLUMINA;Paired;300;ERX3417056;SRA","Livestock","Swine","Sus scrofa domesticus; meat",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732223","ERS3535526","2021-01-22","2021-01-20","ESC_TA9613AA",NA,1684,"","A",NA,10,11,5,10,7,8,2
"ESC_TA9614AA","10030150-ESBL","ERR3393191;ILLUMINA;Paired;300;ERX3417055;SRA","Livestock","Bovine","Bos taurus; meat",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732222","ERS3535525","2021-01-22","2021-01-20","ESC_TA9614AA",NA,155,"ST155 Cplx","B1",NA,6,4,14,16,24,8,14
"ESC_TA9615AA","10025422-ESBL","ERR3393190;ILLUMINA;Paired;300;ERX3417054;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732221","ERS3535524","2021-01-22","2021-01-20","ESC_TA9615AA",NA,648,"ST648 Cplx","",NA,92,4,87,96,70,58,2
"ESC_TA9616AA","10019865-ESBL","ERR3393189;ILLUMINA;Paired;300;ERX3417053;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732220","ERS3535523","2021-01-22","2021-01-20","ESC_TA9616AA",NA,359,"ST101 Cplx","",NA,43,41,15,90,11,8,6
"ESC_TA9617AA","10019602-EC","ERR3393188;ILLUMINA;Paired;300;ERX3417052;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732219","ERS3535522","2021-01-22","2021-01-20","ESC_TA9617AA",NA,394,"ST394 Cplx","",NA,21,35,61,52,5,5,4
"ESC_TA9618AA","10019061-ESBL","ERR3393187;ILLUMINA;Paired;300;ERX3417051;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732218","ERS3535521","2021-01-22","2021-01-20","ESC_TA9618AA",NA,997,"","",NA,83,23,155,170,133,1,2
"ESC_TA9619AA","10011607-ESBL","ERR3393186;ILLUMINA;Paired;300;ERX3417050;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732217","ERS3535520","2021-01-22","2021-01-20","ESC_TA9619AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_TA9620AA","10008559-EC","ERR3393185;ILLUMINA;Paired;300;ERX3417049;SRA","Livestock","Swine","Sus scrofa domesticus; caecal sample",2017,NA,NA,NA,"Europe","Hungary","","","",NA,47.162495,19.503304,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB33169","ERP115939","","SAMEA5732216","ERS3535519","2021-01-22","2021-01-20","ESC_TA9620AA",NA,93,"ST168 Cplx","A",NA,6,11,4,10,7,8,6
